Particle size (general)	The term particle size is used to compare dimensions of different small material objects. Larger objects are usually called stone, Rock (geology), a piece of something, etc. The term particle indicates small size, usually less than centimeter. Particle might be either solid, or liquid, or even gas. Liquid particles are called droplets. Gaseous particles are bubbles. All of them can be characterised in terms of size.
Partition editor	Partition editor, partitioner, and partitioning utility are all names for computer programs used to view, create, change, and delete Partition (computing) on a computer Data storage device, most commonly a hard disk, but also a USB flash drive or other storage medium. A partition is a section or segment of the storage space on a storage device. By partitioning a large device into several partitions it is possible to isolate various types of data from one another, and allow the coexistence of two or more operating systems simultaneously. Partition editors can come in many different forms. Command-line interface such as diskpart in Windows and fdisk or parted in Linux offer accurate control of partition editing. Graphical user interfaces and consoles like Disk Management in Windows and GParted or KDE Partition Manager allow for use by less skilled users.
Partition table	A partition table maps out Disk partition onto a Data storage device. The two biggest examples are MBR and GPT. Others include Apple Partition Map (APM), which is used in Apple Inc. computers, and Berkeley Software Distribution disklabel. MBR, or Master Boot Record, is a section at the very beginning of a storage device that uses MBR. It contains a partition table, along with storage for a bootloader so the computer can boot. It can only hold up to 2 Tebibyte of data, and can only have up two four partitions. GPT, or GUID Partition table, is a partition table that was developed as part of the Unified Extensible Firmware Interface (UEFI) standard. It can have up to 128 partitions. Depending on the size of the disk sectors, it can hold a large amount of data. If your sectors are 512 bytes, like MBR, it can hold 8 Zebibyte of data.
Partnership of a European Group of Aeronautics and Space Universities	Partnership of a European Group of Aeronautics and Space UniversitieS (PEGASUS) is the biggest network for Aeronautics and Aerospace engineering universities in Europe. It has been created in 1998 by the France National Aeronautics universities (École nationale de l'aviation civile, École nationale supérieure de mécanique et d'aérotechnique and Institut supérieur de l'aéronautique et de l'espace). The European manufacturers like Airbus have close contact with PEGASUS network.
Party (law)	A party is a person or group of persons that make up a single [[Wikt:entity|entity]] for the purposes of the law. They are a participant in legal proceeding and have an interest in the outcome. Parties include: the plaintiff, the defendant, a petitioner or a respondent. A person who only appears in the case as a witness is not considered a party. Courts use various terms to identify the role of a particular party in Civil law litigation. They usually call the party that brings a lawsuit as the plaintiff, or, in older United States legal case, the party of the first part. The party against whom the case was brought as the defendant, or, in older American cases, the party of the second part.
Passion cantata	A Passion cantata is a cantata. The cantata takes its theme from the Passion of Jesus Christ, in other words his suffering until his death at the cross. Larger cantatas with this theme are known as oratorios. Today, most of them are performed in the week before Easter.
Passive-aggressive behaviour	Passive-aggressive behaviour is aggression that pretends to be innocent. This means someone pretends to be nice, but is actually being mean. It can happen when people do what others want to stop direct , but they do not agree with what is ordered or suggested. A passive-aggressive person tries to hide their anger. For example, "I would have had a good day if I hadn't been cleaning up someone's mess". This sounds okay when someone first reads it, but it is actually them being mad at the person who made the mess. This is not a Mental illness. It is just a way of Behavior. In the workplace it occurs when people do not want to do what the employer wants them to do. The behaviour was first Definition during World War II. Men were not openly . They used "passive measures, such as pouting, stubbornness, procrastination, inefficiency, and passive obstructionism" to show their Emotion.
Password	A password is a way of authentication. It can be used as a means to identify a person. Since the password is the only way to identify a person, it has to be kept secret. A password can be static. This means it will remain the same unless the user changes it, or it rarely changes. Or a password can be dynamic. A dynamic password changes regularly and does not remain the same. One type of a dynamic password is a one-time pad that can only be used once. Passwords were first used in the military. This was to be able to tell who was a friend and who was an enemy when it was dark. Modern passwords are made of character (computing), letters and numbers. Sometimes a password will require a minimum number of characters. Usually this is from six to eight. Some websites allow only the use of letters and numbers, but no other characters on the keyboard (computer). Other websites advise using a combination of letters and numbers to increase the "strength" of a password. Websites also advise changing a password once a year or more often to prevent hacking. A person may be able to guess a password if it is too easy. While being typed, each letter of a password is shown as * or •. Other ways of verifying the identity of a person include using fingerprint scanners and face detection. Encryption is the translation of data to achieve data security. To read an encrypted string a secret key or password must be provided to decrypt it. In systems that uses login based actions, the password can be converted to the original string if the key is provided. Hashing is a one-way function and is irreversible.
Pastel	A pastel is an art colour in the form of a stick. It is made of pure powdered pigment and a 'binder' which holds it together. Pastels have been used by artists since the Renaissance. The pigments used in pastels are the same as those used to produce all kinds of coloured art. The effect of pastels is closer to the natural dry pigments than that of any other process. Chalk may be added to the pastel to tone down the more vivd colours. An artwork made using pastels is called a pastel, pastel drawing or pastel painting. As an adjective the word 'pastel' means pale in colour.
Pasties	Pasties (sing. 'pastie') are small pieces of cloth, plastic or metal. They are treated specially so they are sticky. They are used to cover a girl's nipples or genital area. They vary in size and are usually not much larger than the person's areola. The concept of 'pasties' is to show as much of the breast as possible without making the woman entirely topless. Many exotic dancers in strip clubs are required to wear them by law. Pasties are usually applied with a special glue or tape. This is the origin of their name, as they are quite literally 'pasted' onto the nipple. Pasties are worn by many neo-burlesque performers. Burlesque pasties may also feature tassels which hang from the center, performer will sometimes twirl these as part of a performance. Some women who choose not to wear a brassière wear pasties to prevent their nipples from protruding visibly through their shirt.
Pasture	A pasture is a piece of land. Usually specific grasses and herbs are grown on it. Then livestock is put on for Grazer. Rangeland is similarly used, but less controlled.
Patch	A patch is a piece of a flexible material used to repair an object that has a hole in it, to protect an object from damage even before it is damaged, or to decorate clothing or other fabric items.
Patina	A patina is a of various chemical compounds such as oxides or carbonates formed on the surface of metal or other material. Often this is due to exposure to weather. The word "patina" comes from the Latin language word meaning "shallow dish". For many works of art the patina adds to its value. In many cases, the artist wanted the work to acquire a patina over time.<ref name=Gilmore88/>
Patronage	Generally, patronage is the support, encouragement, and often finance aid given by a person or an organization. It can also refer to the business given by a regular customer, and the patron saint. In some countries the term is often used to describe the corrupt use of state money and goods to benefit groups, families, Ethnic group or race (sociology)s in exchange for votes. These patronage systems are different depending on the area in which they are practiced. The term comes from the Latin patronatus.
Pattern language	Pattern language is used to mean a system of patterns that have a certain meaning other than just the pattern.
Pavillon de l'Arsenal	The Pavillon de l'Arsenal is a museum in Paris, France. The museum is dedicated to architecture and urban planning in Paris and the Parisian metropolis. A museum of fine arts was opened first opened in 1879 on the site of the Pavillon de l'Arsenal. In 1988, it became the first centre for urban planning and architecture in Paris.
PayPal	PayPal is a website that allows the Payment among people via web services and email. The money can be deposited into a bank account. PayPal was owned by eBay, from 2002 to 2015. It can be used in more than 200 countries.
Payment	A payment is the transfer of something from one Party (law) to another. Giving money to a company is a payment, for example. A payment is usually made for good (economics) or Service (economics)s. The oldest form of payment is barter. Barter is a simple form of payment. It is the transfer of one good or service for another. Today, payment is usually with money, cheque, Debit card, Credit card, bank transfer, or mobile payment. In transfers between businesses, sometimes payments can be complicated, with stock and other things. In law, the payer is the party that sends the payment and the payee is the party that gets the payment.
Peabody Award	The George Foster Peabody Awards (Peabody Awards) are international awards for excellence in radio and television. It is named after philanthropist and banker George Foster Peabody.
Peaking power plant	A peaking power plant (or peaker) is a power station that only runs during peak hours of demand of electricity. Because of that, the price of electricity it generates is generally higher than the electricity generated by base load power plant, which operates continuously throughout the year. Peak hours may include hot afternoons when air conditioners are working. Examples of peaking power plants are a hydropower plant, pumped-storage hydro power plant, and gas-fired power plant. Nuclear and solar power are not used in this way.
Peer pressure	Peer pressure is being influenced by the peer group members. It often happens to children during puberty. The group defines some social values. For somebody to stay "cool" in that group, they feel as if they have to act like other people in that group. Social pressure (and wanting to be accepted or in favour inside the group) leads people to do things they would not do otherwise. For example, it can influence a person to smoke cigarettes or marijuana, to drink alcohol, commit crimes, and/or many other things that they might regret. Through adolescents are seen adults from external physical point of view, they lack proper mental maturity. Similarly, they look physically matured and do not intend to be in children's group but adults also do not value them as adults. Therefore, they create peer group of their own age to enjoy themselves. They have strong faith and belief on the friends of the same groups. Because of the changes they experience, the new desires, aspirations and interests are developed. They become sensitive and sentimental. When parents and society do not consider and address their needs, aspirations and desires, they feel dominated and leave home to pass most of their time with their friends on peer groups. Sometimes they cannot get proper counselling and guidelines in these stages. Consequently, sometimes, they can fall prey to many bad habits. there are many positives and negatives by peer pressure. Positive peer pressure, in which people are influenced to do nice things like give to charity, is usually a good thing.
Peer-to-peer file sharing	Peer-to-peer file sharing is the sharing and distribution of digital media using peer-to-peer networking technology. P2P file sharing allows users to access files, like movies, books, music and games using a P2P software program. There is an ongoing discussion related to the economy impact of P2P file sharing. The economic effect of copyright infringement under peer-to-peer file sharing on music has been controversy and hard to determine. Some unofficial studies found that file sharing had a negative impact on overall record sales. The United States' Motion Picture Association of America said that American studios lost just over $2.373 billion to Internet piracy in 2005. That was about one third of the total cost of movie piracy in the United States. The estimate from the MPAA was doubted by commentators. It was based under the assumption that one download was the equivalent of one lost sale. Downloaders might not buy the movie if downloading was an option.
Pelagic zone	The pelagic zone is the open sea or ocean that is not near the coast. The name comes from the Greek language πέλαγος (pélagos), which might be translated as "open sea". To make this clear, seas around continents have continental crust beneath them. They are shallow. Seas away from continents can be very deep, and do not have continental shelf beneath them.
Penjing	Penjing (盆景 pinyin: pén jǐng, literally tray scenery) is the ancient China art of growing trees and plants in containers. The plants are kept small by skilled prune. Penjing is similar to the Japanese art of bonsai.
Pennsylvania Bar Association	The Pennsylvania Bar Association is an United States voluntary association of lawyers and people going to school for law. It is located in the state of Pennsylvania and is for people who work in that state. In the year 2013, 28,000 people were a part of the association.
Penthouse	A Penthouse is typically an apartment on the highest floor of an apartment building. It usually takes up less than half of the entire (flat) roof of the building. Originally the word penthouse meant a small building with a sloped roof. The modern use of the word started in the 1920s in United States. In the age of skyscrapers the "house" on the roof was called a penthouse.<ref name=Hayes170.1/> A penthouse can also be Commerce.
People's Bank (Sri Lanka)	People's Bank is a state-owned commercial bank in Sri Lanka. Established on 1 July 1961, it has its head-offices at Sir Chittampalam A. Gardiner Street in Colombo. The bank offer both retail and corporate banking services, with a network of 739 local branches, service centers and has an asset base of LKR 1.873 trillion (2019) with over 14 million customers. People's Bank received a high national long-Term Rating of AA+ by Fitch Rating.<ref name="pbFY19" />
Per curiam decision	In law, a per curiam decision (or opinion) is a ruling issued by an appellate court in which the decision rendered is made by the court (or at least, a majority of the court) acting collectively and unanimously. In contrast to regular opinions, a per curiam does not list the individual judge responsible for authoring the decision,<ref name="blacks"/> but minority dissenting and concurring decisions are signed. Per curiams are not the only type of decision that can reflect the opinion of the court. Other types of decisions can also reflect the opinion of the entire court, such as decisions, in which the opinion of the court is expressed with an author listed.
Percent-encoding	Percent-encoding, also known as URL-encoding, is the process of preparing Character (computing) to be used as parts of URLs on the Internet.
Perfectionism	Perfectionism, in psychology, is a type of personality where there is a need for oneself or others to be the best in any given part of life. There are only two outcomes; anything less than perfect is taken to be unacceptable. The belief holds that one can achieve perfection and should aim for it. A person who believes this is called a perfectionist. At first, some consider perfectionism as helpful. Perfectionism can lead people to achieve great things and give them motivation. However, it is considered to be a belief that is mostly unhealthy and harmful. Perfectionism makes people set goals that are unrealistic and cannot be reached. Perfectionism may also lead to procrastination as it allows one to avoid being less than perfect ("I can't do this project until I can do it the right way."). This can mean low productivity. Perfectionistic behaviour is growing in the newer generation. Perfectionism has received more attention by popular sayings like “practice makes perfect”. There are also more and more people who see themselves as a perfectionist. These people also mentioned their difficulties which comes with this behaviour.<ref name=":1" />
Perimeter	In geometry, perimeter is the distance around a flat object. For example, all four sides of a square rhombus have the same length, so a rhombus with side length 2 inches would have a perimeter of 8 inches (2+2+2+2=8). For a polygon, the perimeter is simply the sum of the length of all of its sides. For a rectangle, the perimeter is twice the sum of its length and width (P=2 \ell + 2w). Perimeter can also be calculated for other planar figures, such as circle, sector and ellipse. Real-life objects have perimeters as well. A football field, including the end zones, is 360 feet long and 160 feet wide. This means that the perimeter of the field is 360+160+360+160=1040 feet. The perimeter of a circle is usually called the circumference.<ref name=":0" /> It may be calculated by multiplying the diameter times "Pi". Pi is a constant which is approximately equal to 3.14159; however, the places to the right of the decimal are endless. The number of places used depends on the accuracy required for the result.
Period (periodic table)	A period in the periodic table is any horizontal row of Chemical elements. Each elements in the same period has one more proton than the one to its left. This means its atomic number is one number higher. The elements in the same period are very metallic on the left and nonmetallic on the right. The smaller atoms are on the left and the larger ones are on the right because the atoms have more protons and electrons. The first period has 2 elements, hydrogen and helium. The second period and third period each have 8 elements. The fourth period and fifth period each have 18 elements. The sixth period and seventh period each have 32 elements. F-block elements are counted in the sixth and seventh periods. Hence, each one has 32 elements in it.
Permit	A permit is a written document that has been given by a government source. Permits let a person do something that he could not do without the permit. Permits are commonly gotten for these reasons:
Permutation box	In cryptography, a permutation box (or P-box) is a [[wiktionary:Method|method]] of bit-shuffling used to permute or transpose bits (rearrange or swap the order of bits) across Substitution box inputs, maintaining Confusion and diffusion while Transpose.<ref name="Cryptography 2007"></ref> In block ciphers, the S-boxes and P-Boxes are used to make the relation between the plaintext and the ciphertext difficult to understand (see Shannon's Confusion and diffusion).
Persian architecture	Persian architecture or Iranian architecture is the name of the Architecture style of Iran from the Pre-Islamic period until the Islamic period of today. this type of architecture style including also the Persian Garden style.
Perspective (graphical)	In graphic arts, perspective is the representation of how an image is seen by the eye. It is about how the angle and distance of a 3D object is represented on a 2D surface. To create a real scene, objects are drawn smaller to show that they are farther away from the person looking at the artwork. The dimensions of an object are also drawn differently depending where the line of sight is. The size of an object's dimensions along the line of sight are usually drawn shorter than dimensions across the line of sight. This is called foreshortening, and is used to create the appearance of three dimensions on a flat surface. Landscape paintings have a horizon line. This line represents objects that are infinitely far away. They have shrunk, in the distance, like objects on the Earth's horizon. Changing the height of the horizon level changes the view point for the picture. A person lying on the ground and looking up would have a different view to a person on a ladder looking down.
Persuasion	Persuasion is a form of influence. It is the way to get people to agree with an idea, [[:wikt:attitude|attitude]], or action by rational and emotional means. It is a problem-solving strategy and relies on "[[:wikt:appeal|appeal]]s" rather than . Dissuasion is the process of convincing someone not to believe or act on something.
Petition	A petition is a request to change some thing. They are often made to a government official or public entity. Petitions to a deity are a form of prayer.
Petrochemical	A petrochemical is a Organic compound product that is made from petroleum, natural gas or other hydrocarbons. Some petrochemicals include alcohol, antiseptics, artificial rubber, detergents, drugs, explosives, food additives, insecticides, perfume, plastic, and textile fiber.
Petroleum product	A petroleum product is an Organic compound made in oil refinery. They result from refining (changing) crude oil (also called Petroleum) into more useful products. Well-known petroleum products include:
Pharmaceutical chemistry	Pharmaceutical chemistry or medicinal chemistry is a discipline of chemistry and pharmacology. Medicinal chemistry is interested in finding out about the chemical properties Medicine have, and about the synthesis and production of drugs. In general, medicinal chemistry is seen as a specialization of organic chemistry. Constantin Zwenger (1814-1885) was the person who founded the field of pharmaceutical chemistry.
Phase change	A phase change is a change in the states of matter. For example, a solid may become a liquid. This phase change is called melting. When a solid changes into a gas, it is called sublimation. When a gas changes into a liquid, it is called condensation. When a liquid changes into a solid, it is called solidification. When a gas changes into a solid, it is called deposition_(phase_transition) . When a liquid changes into gas, it is called evaporation. Phase changes are usually caused by changes in temperature or pressure. As the states of matter change from solid to liquid to gas, respectively, their composition changes as well. For example, in a solid, the chemical bond are stronger than hydrogen bonds. That allows the solid substance to have a definite volume and shape. However, when the heat is added to the solid and it melts to become a liquid, the bonds are considerably weaker, and in water, are simply hydrogen bonds. A liquid has a definite volume but not a definite shape, and it thus takes the shape of the container in which it is. When more heat is added, the liquid substance evaporates and becomes a gas, which has no bonds at all. Gas is simply a formless collection of particles that tends to expand in all directions at the same time in order to occupy its full container. If a gas is not confined, the space between the particles will continue to increase. A gas has neither a definite volume nor a definite shape. In this pattern, solid to liquid to gas, heat is being added in order to provoke the phase change. In the other "direction," gas to liquid to solid, heat is being released through the phase change. It often helps to think of an ice cube when thinking of phase changes. An ice cube is a solid, and when heated up, it becomes liquid water. When heated up some more, it becomes water vapor, which is a gas.
Phoenician language	Phoenician was a language originally Spoken language in the coastal Mediterranean region then called "Canaan" in Phoenician, Arabic language, Greek language, and Aramaic. It was called "Phoenicia" in Greek language and Latin. The ancient Egyptians called it "Pūt". Phoenician is a Semitic languages of the Canaanite languages subgroup. It is related to the Hebrew language language but was more developed. Phoenician is divided into three groups. Phoenician dates from the 10th century to the 7th century BC. The area where Phoenician was spoken includes modern-day Lebanon, coastal Syria, Palestine, northern Israel and parts of Cyprus. The Phoenician alphabet is the oldest verified consonantal alphabet, or abjad.
Phoneme	Phonemes are the units of sound (speech) which distinguish one word from another in a particular language, they are discrete abstractions. In most Lect (Accent and Dialects of English) of spoken English there are about 24 consonantal phonemes and 20 vowel phonemes (altogether 44 phonemes), but only 26 letters in writing. To learn all the phonemes in English, it would be better to use the International Phonetic Alphabet, which has a unique letter for every phoneme in English, unlike the English alphabet. The development of phonological representations for words and their parts is a major step in learning a spoken language. A good way to learn phonemes in a language is to learn Minimal pair. A minimal pair is a pair of different words that are different by only one sound. An example of this is "bit" and "bat". Even though only the vowel in each word is different, each word has a completely different meaning. Another example is "dip" and "tip", where both words have different meanings even though only the first consonant in each word is different.
Phonetics	Phonetics (from the Greek language word φωνή, phone which means 'sound' or 'voice') is the science of the sounds of human speech. .Someone who is an in phonetics is called a phonetician. Phonetic theory regards the nature of sounds in speech (called Phone (phonetics)) and how they are made, heard and thought of. Phonology, which came from it, studies sound systems and sound units (such as phonemes and distinctive features). Phonetics is one of the two parts of orthographical linguistics, the other part being spelling, differing from grammar and lexis. Phonetics has three main branches:
Photocatalysis	Photocatalysis is using light as a catalyst to increase the rate of a photoreaction. Most known photoreactions begin when light creates a free radical in the reaction system. Light can have a lot of energy and is able to break chemical bonds. For example some things fade or lose their color when left in sunlight. When light breaks the chemical bonds, free radicals are produced. A free radical is a molecule, atom or an ion that needs an electron. The free radical will take electrons from other molecules or atoms and this starts chemical reactions.
Photochemistry	Photochemistry is the study of chemical reactions that go with light. There are many natural examples of such reactions. One is photosynthesis, which is a very important process through which plants form oxygen from carbon dioxide and water. Another is making vitamin D in the body. Many times reactions go with heat: as you heat molecules, they start to move around and so hit other molecules which can then react. What molecules need is just some activation energy, a little energy to start the reaction. In the case of photochemistry, this energy is given by the light. A molecule or an atom absorbs at a certain wavelength. If light is given at this wavelength then the molecule or atom becomes excited. It is then easier for it to react. Another way in which light can help reactions go is by changing the symmetry of a molecule. This can be tested with the Woodward–Hoffmann rules. Some pericyclic reactions go with heat, some go only with light. In atmospheric chemistry, light is very important. This is because there is much more Ultraviolet at the top of the atmosphere. This allows reactions that don't happen on the ground. For example, ozone can split in an oxygen molecule and one oxygen atom.
Photodissociation	Photodissociation, photolysis, or photodecomposition is a chemical reaction in which a chemical compound is broken down by photons. One or more photons interact with the target molecule. Photodissociation is not limited to visible light. Any photon with sufficient energy can affect the chemical bonds of a chemical compound. Since a photon's energy is inversely proportional to its wavelength, electromagnetic waves with the energy of visible light or higher, such as ultraviolet light, x-rays and gamma rays are usually involved in such reactions. One example where this is used is the Light-dependent reaction of photosynthesis. Far more enegetic photons of ultraviolet light (240 nm and shorter) can break the bonds of oxygen molecules. The newly independent oxygen atoms create ozone in the ozone layer.
Photoflash capacitor	A photo flash capacitor is a capacitor used in the flashes of cameras. A camera flash works by applying short bursts of high voltage to a type of gas in a glass tube. The electrical energy required is small, but it has to be given very fast because since the flash doesn't last long. An ordinary battery cannot give such a high voltage or give it so fast, so a photo flash capacitor is used. An electronic circuit increases the battery voltage, and charges a capacitor. When the button is pressed, the capacitor releases the stored energy in about a thousandth of a second and makes a bright flash.
Photometry (astronomy)	Photometry is a method of problem solving in astronomy. It aims to measure flux. When photometry is performed over broad wavelength bands of radiation, where not only the amount of radiation but also its spectral distribution is measured, the term spectrophotometry is used. The word is combination of the Greek affixes "photo-" ("light") and "-metry" ("measure").
Photomontage	A photomontage is an image made of two or more photographs. It is made by cutting and joining the photographs together into an illusion of subject that is not real. A similar method is used today with Digital camera, using Photo manipulation.
Photosphere	A photosphere is a layer of stars from which light is radiation. It is the deepest region of a star that is transparency to photons of certain wavelengths.
Phototroph	Phototrophs (photo = light, troph = nutrition) or photoautotrophs are organisms which carry out photosynthesis. With their plastids and the help of energy from light, carbon dioxide and water are converted into sugar by photosynthesis. Sugar is then converted into other Organic chemistry molecules which can be used in cell (biology) functions. Such a function might be, for example, respiration.
PhpBB	phpBB is a used, Free software computer software for forums. As the name suggests, phpBB is written in PHP, with the use of one of SQL compatible databases.
Physical abuse	Physical abuse is a form of abuse which causes feelings of pain, injury, or other physical suffering. Physical abuse may lead to low self-esteem and other mental problems.
Physical chemistry	Physical chemistry uses physics to study chemical systems. It studies them at macroscopic, atomic, subatomic, and particle levels. It looks at concepts like motion, energy, Force (physics), time, thermodynamics, quantum chemistry, statistical mechanics and Analytical dynamics. Physical chemistry is not the same as chemical physics. Physical chemistry is mostly a macroscopic or supra-molecular science. The majority of physical chemistry concepts relate to bulk properties rather than to molecular/atomic structure alone. These include chemical equilibrium and colloids. Some of the relationships that physical chemistry tries to resolve include the effects of:
Physical unclonable function	Physical Unclonable Functions (PUFs) are hardware modules that can generate randomness. Their operation is based on "locked" randomness, stemming from tiny imperfections (mistakes) in the manufacturing process of hardware, which result in the production (output) of a bit-string which appears random and can be considered as unique per hardware instance (device). Essentially, in each PUF circuit, electric current may move through this circuit in two distinct ways/paths, such as two wires. If it goes mostly through one of these ways/paths, a Binary number is produced, whereas if it goes through the other way/path, a truth value is produced. The prevalent path is chosen according to tiny details (characteristics) of the circuit, such as which wire is thicker or longer. However, the two wires have been designed to be exactly the same, and only differ because of imperfections of the manufacturing process, which cause random tiny mistakes (imperfections), such as one wire being 5 Millimetre, and the other 5.00001 Millimetre. Therefore, and as the choice of the prevalent path is dependent on a large number of tiny details (thickness, length, Electrical resistance of the wires, etc.), which are very difficult to determine beforehand, this choice appears as random, and can be considered as chaos. The tiny production mistakes that affect the path choice cannot be predicted as they happen randomly in the manufacturing process. Nevertheless, after they happen, they stay like that, for example, the small difference in length between two wires will always exist after they have been manufactured, so the aforementioned path choice is "locked", although it is "random" (chaotic), and will always give the same result. Since most contemporary hardware devices consist of millions of circuits, millions of individual choices can be made at the same time, resulting in a string (series) of bits (zeros and ones) of a very large length. Since each choice is independent and "random", the probability that two such strings will be the same becomes extremely small due to their very large length. Therefore, a PUF can be used to produce a large bit-string that will be unique per device and always the same, when measured under exactly the same conditions. Such a bit string can then be used in cryptography as an inherently occurring cryptographic token, such as a key for encryption. As external (environmental) conditions may affect the result of a PUF (its "random" unique bit-string output), error correction may be needed to force this result to be the same between different measurements. Hardware, which by its nature allows for a choice of path for electricity, such as memory cells, can be easily employed in order to implement a PUF in a device, without the need of additional circuitry. Therefore, PUFs can be quite cost-efficient and lightweight.
Pi	The number () is a mathematical constant that is the ratio of a circle's circumference to its diameter. This produces a number, and that number is always the same. However, the number is rather strange. The number starts as 3.141592653589793... and continues without end. Numbers like this are called Irrational number numbers. The diameter is the largest chord which can be fitted inside a circle. It passes through the center of the circle. The distance around a circle is known as the circumference. Even though the diameter and circumference are different for different circles, the number pi remains constant: its value never changes. This is because the relationship between the circumference and diameter is always the same.
Picture frame	A picture frame is usually a rectangle or oval shaped object designed to hold, protect and display a painting, drawing, or photograph. Most picture frames are made of wood or metal, and may have a glass cover. Some can be attached to walls, while others can stand up on a flat surface. The frames can almost be works of art themselves.
Pidgin (software)	Pidgin (also known as Gaim) is a instant messaging client (computing) that can work on Linux, Mac OS X and Microsoft Windows. The software can use most Instant Messaging Protocol (computing), which will let the user log into different instant messaging services from one program. The number of Pidgin users is thought to be more than 3 million in 2007.Released under the terms of the GNU General Public License, Pidgin is free software.
Pietra dura	Pietra dura is a term for using cut and fitted, highly polished colored stones to create images. The stonework is glued stone-by-stone to a base after being "sliced and cut in different shape sections; and then assembled together so precisely that the contact between each section was practically invisible". Stability was achieved by grooving the undersides of the stones so that they interlocked, rather like a jigsaw puzzle, with everything held in place by an encircling 'frame'. Many different colored stones, particularly marbles, were used, along with semiprecious stone, and even gemstone. The technique first appeared in Rome in the 16th century. It reached its peak in Florence. Pietra dura items are generally crafted on green, white or black marble base stones. Typically the resulting panel is completely flat, but some examples have the image is in low relief. There are a number of similar techniques which should not be called pietra dura. The English term "Florentine mosaic" is sometimes used for the work of Giovanni Montelatici (1864-1930). He was an Italian Florentine artist whose brilliant work has been distributed across the world by tourists and collectors. Pietra dura is also different from mosaics because stones are mostly much larger and cut to a shape suiting their place in the image, not all of roughly equal size and shape as in mosaic. In pietra dura, the stones are not cemented together with grout, and works in pietra dura are often portable. Nor should it be confused with micromosaics, a form of mosaic using very small tesserae of the same size to create images for Byzantine icons, and later for furniture panels.
Piezoelectricity	Piezoelectric material generates a small electrical voltage, when its shape is deformed. This can be by as little as a 0.09% change, and can produce 12mAh worth of electricity at 230V (standard power output). It is important to note that the actual values of a piezoelectric material's volume or surface area do not change, as only the ratios of each axis (x, y and z) that are altered. E.g. a cuboid with 20 meters cubed volume can have the normal dimensions 1 meter by 2 meters by 10 meters, and the deformed dimensions 2 meters by 2.5 meters by 4 meters; the volume would remain the same, . When processed, the piezoelectric crystal become sharper as they get refined through heating and cooling. This process makes the material much more sensitive to changes in pressure, as well as increases their resistance to compressive stress that would impede its ability to function.
Pillar tomb	A pillar tomb is a tomb which is dominated by a single pillar or column, which is usually made of stone.
Pin stripes	Pin stripes are a pattern of very thin running in parallel found in cloth. Although pin stripes are found in mostly in men's suits, any type of fabric can be pin striped. In baseball, the Chicago Cubs baseball uniforms have had pin stripes since 1907 and they are recognized as the first Major League Baseball team to have pin striping onto a baseball uniform. Many other Major League Baseball teams like the Montreal Expos and New York Yankees later put pin stripes on their own uniforms.
Pipelight	Pipelight is a compatibility layer that allows NPAPI plugins for Microsoft Windows to be used on Linux. It is a modified version of Wine (software). Silverlight, Adobe Flash Player, Unity (game engine) and Widevine run. More plugins, such as Adobe Shockwave, run experimentally. The web browser must be able to use NPAPI plugins. Some web browsers (notably newer versions of Google Chrome and Opera (web browser), and Firefox 52 and later) are not.
Pixelization	Pixelization is a way of hiding information from a picture. It is often used to censorship pictures or movies that are inappropriate. It is also used to hide someone's face if they do not wish to be seen.
Plagiarism	Plagiarism is copying another person's ideas, words or writing and pretending that they are one's own work. It can involve violating copyright laws. College students who are caught plagiarizing can be led from school. It can ly damage a student's reputation. Writers who plagiarize commit serious legal and Ethics violations.<ref name=sixconsequences/>
Plaintext	In cryptography, plaintext is the information which the sender want to transmit to the receiver(s). Before computers, plaintext meant text in the language of the communicating parties. Since computers, the definition has been expanded. It now includes not only the electronic representation of text, such as emails and word processor documents, but also the computer representation of speech, music, pictures, videos, Automated teller machine and credit card transactions, sensor data, and so forth. That is basically any information which the communicating parties might wish to hide from others. The plaintext is the normal representation of the data before any action has been taken to hide it. The plaintext is used as input to an encryption algorithm; the output is termed ciphertext. Some systems, however, use a cascade of layers of encryption (called 'rounds') in which case the ciphertext output of one encryption algorithm becomes the plaintext input to the next. Triple DES is an example.
Plan view	A plan view is an orthographic projection of a 3-dimensional object from the position of a horizontal Plane (mathematics) through the object. In other words, a plan is a Cross section (geometry) viewed from the top. In such views, the portion of the object above the plane is omitted to reveal what lies beyond. In the case of a floor plan, the roof and upper part of the walls may be left out. Basically, a plan view is just another name for the top view of a 3D object.
Planetary science	Planetary science (or planetology) is the organized study of planets, which are relatively large, stable bodies in orbits around stars. The planet best known to us is the Earth. There are seven other major planets in the Solar System. The Solar System also has dwarf planets, such as Pluto and Ceres, the largest asteroid. Space probes have gone near or landed on all planets in our solar system. In recent decades better telescopes have found planets in solar systems other than our own, which are known as exoplanets. One of the first was a planet found to be orbiting Barnard's star. Planetary science is a part of astronomy and geology. It is sometimes referred to as planetary geology. Planetary science in a broad sense includes finding a planet's orbital period and orbital distance from its star, the mineral makeup of the planet, and an attempt to learn its age. It may also have a more narrow focus, such as the mapping of the planet's surface features and the makeup of its atmosphere.
Planform	In design planform or plan view is a vertical orthographic projection of an object on a horizontal Plane (mathematics), like a map. In aviation, a planform is the shape and layout of an fixed-wing aircraft's wing. Of all the myriad planforms used, they can typically be grouped into those used for low-speed flight, found on general aviation aircraft, and those used forhigh-speed flight, found on many military aircraft and airliners.
